schema_name,function_name,arguments,definition
private,record_lead_stage_history,,"CREATE OR REPLACE FUNCTION private.record_lead_stage_history()
 RETURNS trigger
 LANGUAGE plpgsql
 SECURITY DEFINER
 SET search_path TO ''
AS $function$
declare
  event_time timestamptz := pg_catalog.clock_timestamp();
  actor_id uuid;
begin
  actor_id := coalesce(
    new.updated_by,
    new.created_by,
    (select auth.uid())
  );

  if tg_op = 'INSERT' then
    insert into public.lead_stage_history (
      organization_id,
      lead_id,
      pipeline_id,
      stage_id,
      entered_at,
      entered_by
    )
    values (
      new.organization_id,
      new.id,
      new.pipeline_id,
      new.stage_id,
      event_time,
      actor_id
    );

    return new;
  end if;

  if new.stage_id is distinct from old.stage_id
     or new.pipeline_id is distinct from old.pipeline_id then

    update public.lead_stage_history
    set
      exited_at = event_time,
      duration_seconds = greatest(
        0,
        floor(
          extract(
            epoch from (
              event_time - entered_at
            )
          )
        )::bigint
      )
    where lead_id = new.id
      and organization_id = new.organization_id
      and exited_at is null;

    insert into public.lead_stage_history (
      organization_id,
      lead_id,
      pipeline_id,
      stage_id,
      entered_at,
      entered_by
    )
    values (
      new.organization_id,
      new.id,
      new.pipeline_id,
      new.stage_id,
      event_time,
      actor_id
    );
  end if;

  return new;
end;
$function$
"
private,record_task_activity,,"CREATE OR REPLACE FUNCTION private.record_task_activity()
 RETURNS trigger
 LANGUAGE plpgsql
 SECURITY DEFINER
 SET search_path TO ''
AS $function$
declare
  action_name text;
begin
  if tg_op = 'INSERT' then

    insert into public.task_activity_history (
      organization_id,
      task_id,
      action,
      new_status,
      new_assigned_to,
      new_starts_at,
      new_due_at,
      changed_by
    )
    values (
      new.organization_id,
      new.id,
      'created',
      new.status,
      new.assigned_to,
      new.starts_at,
      new.due_at,
      coalesce(
        new.updated_by,
        new.created_by,
        (select auth.uid())
      )
    );

    return new;
  end if;


  if new.status is distinct from old.status then

    action_name := case

      when new.status = 'completed'
        then 'completed'

      when old.status = 'completed'
        and new.status <> 'completed'
        then 'reopened'

      when new.status = 'cancelled'
        then 'cancelled'

      else 'updated'

    end;

  elsif new.assigned_to is distinct from
        old.assigned_to then

    action_name := 'assigned';

  elsif new.starts_at is distinct from old.starts_at
        or new.due_at is distinct from old.due_at then

    action_name := 'rescheduled';

  else

    action_name := 'updated';

  end if;


  insert into public.task_activity_history (
    organization_id,
    task_id,
    action,
    previous_status,
    new_status,
    previous_assigned_to,
    new_assigned_to,
    previous_starts_at,
    new_starts_at,
    previous_due_at,
    new_due_at,
    changed_by
  )
  values (
    new.organization_id,
    new.id,
    action_name,
    old.status,
    new.status,
    old.assigned_to,
    new.assigned_to,
    old.starts_at,
    new.starts_at,
    old.due_at,
    new.due_at,
    coalesce(
      new.updated_by,
      (select auth.uid()),
      new.created_by
    )
  );

  return new;
end;
$function$
"
private,shares_organization_with,target_user_id uuid,"CREATE OR REPLACE FUNCTION private.shares_organization_with(target_user_id uuid)
 RETURNS boolean
 LANGUAGE sql
 STABLE SECURITY DEFINER
 SET search_path TO ''
AS $function$
  select
    private.is_platform_admin()
    or target_user_id = (select auth.uid())
    or exists (
      select 1
      from public.organization_members current_member
      join public.organization_members target_member
        on target_member.organization_id =
           current_member.organization_id
      where current_member.user_id = (select auth.uid())
        and current_member.status = 'active'
        and target_member.user_id = target_user_id
    );
$function$
"
private,update_conversation_from_message,,"CREATE OR REPLACE FUNCTION private.update_conversation_from_message()
 RETURNS trigger
 LANGUAGE plpgsql
 SECURITY DEFINER
 SET search_path TO ''
AS $function$
begin
  update public.conversations
  set
    last_message_at = new.sent_at,

    last_message_preview = case
      when new.body is not null
        then left(new.body, 180)

      when new.message_type = 'image'
        then 'Imagem'

      when new.message_type = 'audio'
        then 'Áudio'

      when new.message_type = 'video'
        then 'Vídeo'

      when new.message_type = 'document'
        then 'Documento'

      else 'Nova mensagem'
    end,

    last_message_direction =
      new.direction,

    updated_at = now()

  where id = new.conversation_id
    and organization_id =
        new.organization_id;

  return new;
end;
$function$
"
private,user_can_access_pipeline,"target_user_id uuid, target_pipeline_id uuid","CREATE OR REPLACE FUNCTION private.user_can_access_pipeline(target_user_id uuid, target_pipeline_id uuid)
 RETURNS boolean
 LANGUAGE sql
 STABLE SECURITY DEFINER
 SET search_path TO ''
AS $function$
  select exists (
    select 1
    from public.pipelines as pipeline

    join public.organization_members as member
      on member.organization_id =
         pipeline.organization_id

      and member.user_id = target_user_id

      and member.status = 'active'

    where pipeline.id = target_pipeline_id

      and (
        private.user_has_permission(
          target_user_id,
          pipeline.organization_id,
          'pipelines.manage'
        )

        or (
          private.user_has_permission(
            target_user_id,
            pipeline.organization_id,
            'pipelines.read'
          )

          and private.user_has_permission(
            target_user_id,
            pipeline.organization_id,
            'leads.read_all'
          )
        )

        or exists (
          select 1
          from public.pipeline_user_access as access
          where access.pipeline_id = pipeline.id
            and access.organization_id =
                pipeline.organization_id
            and access.user_id = target_user_id
        )
      )
  );
$function$
"
private,user_has_permission,"target_user_id uuid, target_organization_id uuid, target_permission_code text","CREATE OR REPLACE FUNCTION private.user_has_permission(target_user_id uuid, target_organization_id uuid, target_permission_code text)
 RETURNS boolean
 LANGUAGE sql
 STABLE SECURITY DEFINER
 SET search_path TO ''
AS $function$
  select
    exists (
      select 1
      from public.profiles
      where id = target_user_id
        and is_platform_admin = true
    )

    or exists (
      select 1
      from public.organization_members as member

      join public.roles as role
        on role.id = member.role_id
        and role.organization_id = member.organization_id

      join public.role_permissions as role_permission
        on role_permission.role_id = role.id

      join public.permissions as permission
        on permission.id = role_permission.permission_id

      where member.organization_id =
            target_organization_id

        and member.user_id = target_user_id

        and member.status = 'active'

        and permission.code =
            target_permission_code
    );
$function$
"
private,validate_conversation_write,,"CREATE OR REPLACE FUNCTION private.validate_conversation_write()
 RETURNS trigger
 LANGUAGE plpgsql
 SECURITY DEFINER
 SET search_path TO ''
AS $function$
declare
  actor_id uuid;
  target_pipeline_id uuid;
begin
  actor_id := (select auth.uid());

  if actor_id is null then
    return new;
  end if;


  if tg_op = 'INSERT' then

    if not private.has_permission(
      new.organization_id,
      'conversations.create'
    ) then

      raise exception
        'Você não possui permissão para criar conversas.';

    end if;


    if not exists (
      select 1
      from public.contacts as contact
      where contact.id = new.contact_id
        and contact.organization_id =
            new.organization_id
    ) then

      raise exception
        'O contato informado não pertence à empresa.';

    end if;


    if new.lead_id is not null
       and not private.can_view_lead(
         new.lead_id
       ) then

      raise exception
        'Você não possui acesso ao lead informado.';

    end if;


    new.assigned_to := coalesce(
      new.assigned_to,
      actor_id
    );


    if new.assigned_to <> actor_id
       and not private.has_permission(
         new.organization_id,
         'conversations.assign'
       ) then

      raise exception
        'Você não possui permissão para atribuir a conversa a outro usuário.';

    end if;


    if not exists (
      select 1
      from public.organization_members as member
      where member.organization_id =
            new.organization_id
        and member.user_id =
            new.assigned_to
        and member.status = 'active'
    ) then

      raise exception
        'O responsável selecionado não está ativo na empresa.';

    end if;


    if new.lead_id is not null then

      select lead.pipeline_id
      into target_pipeline_id
      from public.leads as lead
      where lead.id = new.lead_id
        and lead.organization_id =
            new.organization_id;


      if not private.user_can_access_pipeline(
        new.assigned_to,
        target_pipeline_id
      ) then

        raise exception
          'O responsável não possui acesso ao funil do lead.';

      end if;

    end if;


    new.created_by := actor_id;
    new.updated_by := actor_id;

    return new;
  end if;


  if new.organization_id is distinct from
     old.organization_id then

    raise exception
      'Não é permitido transferir uma conversa entre empresas.';

  end if;


  if new.assigned_to is distinct from
     old.assigned_to then

    if not private.can_assign_conversation(
      old.id
    ) then

      raise exception
        'Você não possui permissão para transferir esta conversa.';

    end if;


    if new.assigned_to is not null
       and not exists (
         select 1
         from public.organization_members as member
         where member.organization_id =
               old.organization_id
           and member.user_id =
               new.assigned_to
           and member.status = 'active'
       ) then

      raise exception
        'O novo responsável não está ativo na empresa.';

    end if;

  else

    if not private.can_reply_conversation(
      old.id
    ) then

      raise exception
        'Você não possui permissão para editar esta conversa.';

    end if;

  end if;


  if new.lead_id is distinct from old.lead_id
     and new.lead_id is not null
     and not private.can_view_lead(
       new.lead_id
     ) then

    raise exception
      'Você não possui acesso ao novo lead vinculado.';

  end if;


  if new.lead_id is not null
     and new.assigned_to is not null then

    select lead.pipeline_id
    into target_pipeline_id
    from public.leads as lead
    where lead.id = new.lead_id
      and lead.organization_id =
          old.organization_id;


    if not private.user_can_access_pipeline(
      new.assigned_to,
      target_pipeline_id
    ) then

      raise exception
        'O responsável não possui acesso ao funil do lead.';

    end if;

  end if;


  -- Campos controlados pelas integrações não podem
  -- ser alterados diretamente pelo frontend.

  new.organization_id :=
    old.organization_id;

  new.contact_id :=
    old.contact_id;

  new.channel :=
    old.channel;

  new.external_account_id :=
    old.external_account_id;

  new.external_contact_id :=
    old.external_contact_id;

  new.created_by :=
    old.created_by;

  new.updated_by :=
    actor_id;

  return new;
end;
$function$
"
private,validate_custom_field_option,,"CREATE OR REPLACE FUNCTION private.validate_custom_field_option()
 RETURNS trigger
 LANGUAGE plpgsql
 SECURITY DEFINER
 SET search_path TO ''
AS $function$
declare
  target_field_type text;
begin
  select field.field_type
  into target_field_type
  from public.custom_fields as field
  where field.id = new.field_id
    and field.organization_id = new.organization_id;

  if not found then
    raise exception
      'O campo personalizado informado não existe.';
  end if;

  if target_field_type not in (
    'select',
    'multiselect'
  ) then
    raise exception
      'Apenas campos select ou multiselect podem possuir opções.';
  end if;

  if tg_op = 'UPDATE'
     and (
       new.organization_id is distinct from
       old.organization_id

       or new.field_id is distinct from
       old.field_id
     ) then

    raise exception
      'Não é permitido mover uma opção para outro campo.';
  end if;

  new.label := pg_catalog.btrim(new.label);
  new.value := pg_catalog.btrim(new.value);

  return new;
end;
$function$
"
private,validate_lead_custom_value,,"CREATE OR REPLACE FUNCTION private.validate_lead_custom_value()
 RETURNS trigger
 LANGUAGE plpgsql
 SECURITY DEFINER
 SET search_path TO ''
AS $function$
declare
  target_field_type text;
  target_field_pipeline_id uuid;
  target_field_active boolean;
  target_field_required boolean;
  target_lead_pipeline_id uuid;
  actor_id uuid;
begin
  select
    field.field_type,
    field.pipeline_id,
    field.is_active,
    field.is_required
  into
    target_field_type,
    target_field_pipeline_id,
    target_field_active,
    target_field_required
  from public.custom_fields as field
  where field.id = new.field_id
    and field.organization_id = new.organization_id;

  if not found then
    raise exception
      'O campo personalizado informado não existe.';
  end if;

  if target_field_active = false then
    raise exception
      'O campo personalizado está inativo.';
  end if;


  select lead.pipeline_id
  into target_lead_pipeline_id
  from public.leads as lead
  where lead.id = new.lead_id
    and lead.organization_id = new.organization_id;

  if not found then
    raise exception
      'O lead informado não existe.';
  end if;


  if target_field_pipeline_id is not null
     and target_field_pipeline_id <>
         target_lead_pipeline_id then

    raise exception
      'O campo personalizado não pertence ao funil deste lead.';
  end if;


  case target_field_type

    when 'text' then
      if new.value_text is null then
        raise exception
          'O campo deve receber um valor textual.';
      end if;

    when 'textarea' then
      if new.value_text is null then
        raise exception
          'O campo deve receber um valor textual.';
      end if;

    when 'phone' then
      if public.normalize_phone(
        new.value_text
      ) is null then
        raise exception
          'Informe um telefone válido.';
      end if;

    when 'email' then
      if new.value_text is null
         or new.value_text !~
           '^[^@\s]+@[^@\s]+\.[^@\s]+$' then

        raise exception
          'Informe um e-mail válido.';
      end if;

    when 'url' then
      if new.value_text is null
         or new.value_text !~
           '^https?://.+' then

        raise exception
          'Informe uma URL iniciada por http:// ou https://.';
      end if;

    when 'number' then
      if new.value_number is null then
        raise exception
          'O campo deve receber um valor numérico.';
      end if;

    when 'currency' then
      if new.value_number is null then
        raise exception
          'O campo deve receber um valor monetário.';
      end if;

    when 'boolean' then
      if new.value_boolean is null then
        raise exception
          'O campo deve receber verdadeiro ou falso.';
      end if;

    when 'date' then
      if new.value_date is null then
        raise exception
          'O campo deve receber uma data.';
      end if;

    when 'datetime' then
      if new.value_timestamp is null then
        raise exception
          'O campo deve receber data e hora.';
      end if;

    when 'select' then
      if new.value_text is null then
        raise exception
          'Selecione uma opção.';
      end if;

      if not exists (
        select 1
        from public.custom_field_options as option
        where option.field_id = new.field_id
          and option.organization_id =
              new.organization_id
          and option.value = new.value_text
          and option.is_active = true
      ) then
        raise exception
          'A opção selecionada não existe ou está inativa.';
      end if;

    when 'multiselect' then
      if new.value_json is null
         or jsonb_typeof(new.value_json) <> 'array' then

        raise exception
          'O campo deve receber uma lista de opções.';
      end if;

      if exists (
        select 1
        from jsonb_array_elements(
          new.value_json
        ) as item
        where jsonb_typeof(item) <> 'string'
      ) then
        raise exception
          'Todas as opções devem ser valores textuais.';
      end if;

      if exists (
        select 1
        from jsonb_array_elements_text(
          new.value_json
        ) as selected_option(value)

        where not exists (
          select 1
          from public.custom_field_options as option
          where option.field_id = new.field_id
            and option.organization_id =
                new.organization_id
            and option.value =
                selected_option.value
            and option.is_active = true
        )
      ) then
        raise exception
          'Uma ou mais opções selecionadas são inválidas.';
      end if;

    when 'user' then
      if new.value_text is null
         or new.value_text !~*
           '^[0-9a-f]{8}-[0-9a-f]{4}-[1-5][0-9a-f]{3}-[89ab][0-9a-f]{3}-[0-9a-f]{12}$' then

        raise exception
          'O campo deve receber um usuário válido.';
      end if;

      if not exists (
        select 1
        from public.organization_members as member
        where member.organization_id =
              new.organization_id

          and member.user_id =
              new.value_text::uuid

          and member.status = 'active'
      ) then
        raise exception
          'O usuário informado não pertence à empresa.';
      end if;

    else
      raise exception
        'Tipo de campo personalizado inválido.';

  end case;


  if target_field_required = true then

    if target_field_type in (
      'text',
      'textarea',
      'phone',
      'email',
      'url',
      'select',
      'user'
    )
    and nullif(
      pg_catalog.btrim(new.value_text),
      ''
    ) is null then

      raise exception
        'Este campo é obrigatório.';
    end if;


    if target_field_type = 'multiselect'
       and jsonb_array_length(
         new.value_json
       ) = 0 then

      raise exception
        'Selecione ao menos uma opção.';
    end if;

  end if;


  actor_id := (select auth.uid());

  if tg_op = 'INSERT' then
    new.created_by := coalesce(
      new.created_by,
      actor_id
    );

    new.updated_by := coalesce(
      new.updated_by,
      new.created_by,
      actor_id
    );

  else
    new.organization_id :=
      old.organization_id;

    new.lead_id :=
      old.lead_id;

    new.field_id :=
      old.field_id;

    new.created_by :=
      old.created_by;

    new.updated_by := coalesce(
      actor_id,
      old.updated_by
    );
  end if;

  return new;
end;
$function$
"
private,validate_lead_write,,"CREATE OR REPLACE FUNCTION private.validate_lead_write()
 RETURNS trigger
 LANGUAGE plpgsql
 SECURITY DEFINER
 SET search_path TO ''
AS $function$
declare
  actor_id uuid;
  linked_to_lead boolean;
begin
  actor_id := (select auth.uid());

  if actor_id is null then
    return new;
  end if;


  if tg_op = 'INSERT' then

    if not private.has_permission(
      new.organization_id,
      'leads.create'
    ) then

      raise exception
        'Você não possui permissão para criar leads.';

    end if;


    if not private.can_operate_pipeline_stage(
      new.stage_id
    ) then

      raise exception
        'Você não possui acesso operacional à etapa selecionada.';

    end if;


    if new.assigned_to is not null then

      if new.assigned_to <> actor_id
         and not private.has_permission(
           new.organization_id,
           'leads.assign'
         ) then

        raise exception
          'Você não possui permissão para atribuir este lead.';

      end if;


      if not private.user_can_access_pipeline(
        new.assigned_to,
        new.pipeline_id
      ) then

        raise exception
          'O usuário selecionado não possui acesso ao funil.';

      end if;

    end if;


    new.created_by := actor_id;
    new.updated_by := actor_id;

    return new;
  end if;


  if new.organization_id is distinct from
     old.organization_id then

    raise exception
      'Não é permitido transferir um lead entre empresas.';

  end if;


  linked_to_lead :=
    private.is_current_user_linked_to_lead(
      old.id,
      true
    )

    or (
      old.assigned_to is null

      and private.has_permission(
        old.organization_id,
        'leads.read_unassigned'
      )
    );


  if not (
    private.has_permission(
      old.organization_id,
      'leads.update_all'
    )

    or (
      private.has_permission(
        old.organization_id,
        'leads.update_assigned'
      )

      and linked_to_lead
    )
  ) then

    raise exception
      'Você não possui permissão para editar este lead.';

  end if;


  if new.pipeline_id is distinct from old.pipeline_id
     or new.stage_id is distinct from old.stage_id then

    if not (
      private.has_permission(
        old.organization_id,
        'leads.move_all'
      )

      or (
        private.has_permission(
          old.organization_id,
          'leads.move_assigned'
        )

        and linked_to_lead
      )
    ) then

      raise exception
        'Você não possui permissão para movimentar este lead.';

    end if;


    if not private.can_operate_pipeline_stage(
      new.stage_id
    ) then

      raise exception
        'Você não possui acesso operacional à etapa de destino.';

    end if;

  end if;


  if new.assigned_to is distinct from
     old.assigned_to then

    if not private.has_permission(
      old.organization_id,
      'leads.assign'
    ) then

      raise exception
        'Você não possui permissão para transferir este lead.';

    end if;


    if new.assigned_to is not null
       and not private.user_can_access_pipeline(
         new.assigned_to,
         new.pipeline_id
       ) then

      raise exception
        'O novo responsável não possui acesso ao funil.';

    end if;

  end if;


  new.created_by := old.created_by;
  new.updated_by := actor_id;

  return new;
end;
$function$
"
private,validate_message_insert,,"CREATE OR REPLACE FUNCTION private.validate_message_insert()
 RETURNS trigger
 LANGUAGE plpgsql
 SECURITY DEFINER
 SET search_path TO ''
AS $function$
declare
  actor_id uuid;
begin
  actor_id := (select auth.uid());

  -- Webhook ou backend com privilégios administrativos.
  if actor_id is null then
    return new;
  end if;


  -- Mensagens recebidas só podem vir do webhook/backend.

  if new.direction = 'inbound' then

    raise exception
      'Mensagens recebidas devem ser registradas pelo serviço de integração.';

  end if;


  if not private.can_reply_conversation(
    new.conversation_id
  ) then

    raise exception
      'Você não possui permissão para responder esta conversa.';

  end if;


  if new.sender_user_id <> actor_id then

    raise exception
      'O remetente da mensagem não corresponde ao usuário autenticado.';

  end if;


  -- Usuários não podem criar eventos internos de sistema.

  if new.direction = 'internal'
     and new.message_type <> 'internal_note' then

    raise exception
      'Usuários só podem criar notas internas.';

  end if;


  if new.direction = 'outbound'
     and new.message_type in (
       'internal_note',
       'system'
     ) then

    raise exception
      'O tipo de mensagem não pode ser enviado ao cliente.';

  end if;


  if new.direction = 'outbound' then
    new.status := 'queued';
  else
    new.status := 'sent';
  end if;


  -- IDs e status externos serão preenchidos pelo backend.

  new.external_message_id := null;
  new.delivered_at := null;
  new.read_at := null;
  new.failed_at := null;
  new.error_message := null;

  return new;
end;
$function$
"
private,validate_task_reminder_write,,"CREATE OR REPLACE FUNCTION private.validate_task_reminder_write()
 RETURNS trigger
 LANGUAGE plpgsql
 SECURITY DEFINER
 SET search_path TO ''
AS $function$
declare
  actor_id uuid;
  target_task_organization_id uuid;
  target_task_assigned_to uuid;
begin
  actor_id := (select auth.uid());

  select
    task.organization_id,
    task.assigned_to
  into
    target_task_organization_id,
    target_task_assigned_to
  from public.tasks as task
  where task.id = new.task_id;

  if not found then
    raise exception
      'A tarefa informada não existe.';
  end if;


  if new.organization_id <>
     target_task_organization_id then

    raise exception
      'O lembrete e a tarefa pertencem a empresas diferentes.';
  end if;


  -- O lembrete sempre pertence ao responsável pela tarefa.

  if new.user_id <>
     target_task_assigned_to then

    raise exception
      'O lembrete deve pertencer ao responsável pela tarefa.';
  end if;


  if actor_id is null then
    return new;
  end if;


  if not private.can_edit_task(new.task_id) then

    raise exception
      'Você não possui permissão para alterar este lembrete.';
  end if;


  if new.user_id <> actor_id
     and not private.has_permission(
       new.organization_id,
       'tasks.update_all'
     ) then

    raise exception
      'Você não pode criar lembretes para outro usuário.';
  end if;


  if tg_op = 'INSERT' then

    new.created_by := actor_id;

  else

    new.organization_id :=
      old.organization_id;

    new.task_id :=
      old.task_id;

    new.user_id :=
      old.user_id;

    new.created_by :=
      old.created_by;


    -- O frontend não pode declarar que uma mensagem
    -- foi enviada ou falhou.

    if new.status not in (
      'pending',
      'cancelled'
    ) then

      raise exception
        'O status informado é reservado ao serviço de notificações.';
    end if;


    new.sent_at := old.sent_at;
    new.error_message := old.error_message;

  end if;

  return new;
end;
$function$
"
private,validate_task_write,,"CREATE OR REPLACE FUNCTION private.validate_task_write()
 RETURNS trigger
 LANGUAGE plpgsql
 SECURITY DEFINER
 SET search_path TO ''
AS $function$
declare
  actor_id uuid;
begin
  actor_id := (select auth.uid());

  -- Operações administrativas do SQL Editor ou backend
  -- continuam permitidas.

  if actor_id is null then
    return new;
  end if;


  if tg_op = 'INSERT' then

    if not private.has_permission(
      new.organization_id,
      'tasks.create'
    ) then

      raise exception
        'Você não possui permissão para criar tarefas.';
    end if;


    -- Usuários comuns só podem criar tarefas para si.
    -- Administradores podem criar para outros usuários.

    if new.assigned_to <> actor_id
       and not private.has_permission(
         new.organization_id,
         'tasks.update_all'
       ) then

      raise exception
        'Você não possui permissão para atribuir tarefas a outro usuário.';
    end if;


    if not exists (
      select 1
      from public.organization_members as member
      where member.organization_id =
            new.organization_id

        and member.user_id =
            new.assigned_to

        and member.status = 'active'
    ) then

      raise exception
        'O responsável selecionado não está ativo na empresa.';
    end if;


    if new.lead_id is not null
       and not private.can_view_lead(
         new.lead_id
       ) then

      raise exception
        'Você não possui acesso ao lead vinculado.';
    end if;


    new.created_by := actor_id;
    new.updated_by := actor_id;

    return new;
  end if;


  -- A tarefa não pode ser transferida para outra empresa.

  if new.organization_id is distinct from
     old.organization_id then

    raise exception
      'Não é permitido transferir uma tarefa entre empresas.';
  end if;


  if not private.can_edit_task(old.id) then

    raise exception
      'Você não possui permissão para editar esta tarefa.';
  end if;


  -- Apenas usuários com controle geral podem alterar
  -- o responsável da tarefa.

  if new.assigned_to is distinct from
     old.assigned_to then

    if not private.has_permission(
      old.organization_id,
      'tasks.update_all'
    ) then

      raise exception
        'Você não possui permissão para transferir esta tarefa.';
    end if;


    if not exists (
      select 1
      from public.organization_members as member
      where member.organization_id =
            old.organization_id

        and member.user_id =
            new.assigned_to

        and member.status = 'active'
    ) then

      raise exception
        'O novo responsável não está ativo na empresa.';
    end if;

  end if;


  if new.lead_id is distinct from old.lead_id
     and new.lead_id is not null
     and not private.can_view_lead(
       new.lead_id
     ) then

    raise exception
      'Você não possui acesso ao novo lead vinculado.';
  end if;


  new.organization_id := old.organization_id;
  new.created_by := old.created_by;
  new.updated_by := actor_id;

  return new;
end;
$function$
"
